activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes
A001311,D01149,R001,Demo,2024-12-09,15,Neutral,Budget approved
A001312,D00138,R001,Meeting,2023-10-08,45,Negative,Sent pricing deck
A001313,D00339,R004,Follow-up,2024-03-25,120,Neutral,Sent pricing deck
A001314,D00537,R001,Meeting,2023-03-05,45,Positive,Budget approved
A001315,D00068,R005,Demo,2023-06-03,60,Positive,Sent pricing deck
A001316,D00383,R005,Meeting,2024-11-28,15,Positive,Decision deferred
A001317,D00019,R005,Demo,2023-06-30,15,Neutral,Follow up scheduled
A001318,D00683,R003,Call,2024-03-16,60,No Response,Sent pricing deck
A001319,D00074,R005,Follow-up,2023-11-28,30,Positive,Stakeholder meeting set
A001320,D00573,R005,Demo,2023-11-23,30,Negative,Decision deferred
A001321,D00939,R002,Follow-up,2024-09-08,30,Positive,Awaiting legal review
A001322,D01072,R004,Meeting,2023-06-24,60,Neutral,Awaiting legal review
A001323,D00211,R003,Call,2024-02-22,30,Neutral,Champion confirmed
A001324,D00855,R002,Proposal Sent,2024-11-01,60,Positive,Budget approved
A001325,D00651,R002,Email,2023-07-02,120,Negative,Champion confirmed
A001326,D00994,R003,Follow-up,2024-11-03,15,Negative,Champion confirmed
A001327,D00695,R001,Demo,2024-12-23,30,Positive,Decision deferred
A001328,D00540,R003,Email,2023-08-02,60,Neutral,Decision deferred
A001329,D00901,R004,Follow-up,2023-03-09,30,Positive,Champion confirmed
A001330,D00780,R002,Demo,2023-05-28,120,Neutral,Champion confirmed
A001331,D01137,R002,Demo,2023-03-07,30,Neutral,Sent pricing deck
A001332,D00170,R003,Proposal Sent,2024-12-30,60,Neutral,Budget approved
A001333,D01038,R002,Proposal Sent,2024-10-14,60,Negative,Stakeholder meeting set
A001334,D00288,R002,Demo,2023-10-10,30,Positive,Decision deferred
A001335,D00189,R003,Proposal Sent,2023-08-11,30,Neutral,Stakeholder meeting set
A001336,D00914,R005,Meeting,2024-09-18,45,Positive,Follow up scheduled
A001337,D01179,R005,Demo,2024-11-15,30,No Response,Stakeholder meeting set
A001338,D00694,R001,Demo,2023-06-20,60,Negative,Follow up scheduled
A001339,D00888,R005,Proposal Sent,2023-10-07,60,Negative,Awaiting legal review
A001340,D00471,R002,Demo,2024-04-02,30,Positive,Sent pricing deck
A001341,D01099,R004,Meeting,2024-01-04,60,Positive,Budget approved
A001342,D00277,R003,Email,2024-09-12,90,Neutral,Follow up scheduled
A001343,D00940,R003,Proposal Sent,2024-12-13,90,Positive,Decision deferred
A001344,D00571,R003,Proposal Sent,2024-06-17,60,Positive,Budget approved
A001345,D00857,R001,Follow-up,2024-09-11,120,Neutral,Awaiting legal review
A001346,D01001,R001,Meeting,2023-08-15,90,No Response,Awaiting legal review
A001347,D00458,R001,Proposal Sent,2024-08-18,90,Neutral,Budget approved
A001348,D00918,R003,Email,2024-04-21,60,Negative,
A001349,D00833,R005,Follow-up,2024-12-07,15,No Response,Awaiting legal review
A001350,D01088,R002,Email,2024-04-29,15,Negative,
A001351,D00839,R005,Email,2023-12-10,15,Positive,Champion confirmed
A001352,D00193,R004,Proposal Sent,2024-03-23,45,Negative,
A001353,D00616,R003,Demo,2024-04-12,60,Neutral,Stakeholder meeting set
A001354,D00406,R005,Meeting,2024-12-22,120,Positive,Stakeholder meeting set
A001355,D00943,R003,Proposal Sent,2023-11-02,120,Neutral,Follow up scheduled
A001356,D00721,R001,Email,2024-12-26,60,Neutral,Budget approved
A001357,D00093,R005,Proposal Sent,2024-02-27,120,Neutral,Champion confirmed
A001358,D00430,R004,Follow-up,2024-08-31,30,No Response,Stakeholder meeting set
A001359,D00654,R005,Proposal Sent,2024-12-20,90,Positive,Budget approved
A001360,D00434,R001,Email,2023-05-10,120,Positive,Awaiting legal review
A001361,D01136,R005,Follow-up,2023-03-06,90,Negative,Champion confirmed
A001362,D00375,R002,Demo,2024-04-19,45,Positive,Budget approved
A001363,D01083,R001,Call,2023-08-28,90,Neutral,
A001364,D01067,R003,Follow-up,2024-07-08,90,Neutral,Stakeholder meeting set
A001365,D00207,R002,Email,2024-12-27,45,No Response,Decision deferred
A001366,D00780,R002,Email,2023-06-14,120,No Response,Stakeholder meeting set
A001367,D01142,R004,Follow-up,2023-04-28,60,Neutral,Decision deferred
A001368,D00532,R004,Meeting,2023-12-23,45,Neutral,Sent pricing deck
A001369,D00166,R001,Call,2024-12-12,90,Neutral,Champion confirmed
A001370,D00643,R005,Follow-up,2023-06-09,60,No Response,Follow up scheduled
A001371,D01180,R004,Meeting,2023-08-25,30,Positive,Stakeholder meeting set
A001372,D00090,R002,Email,2023-07-25,120,Negative,Follow up scheduled
A001373,D01118,R005,Call,2024-10-24,60,Neutral,Awaiting legal review
A001374,D00013,R005,Demo,2023-08-14,15,No Response,Champion confirmed
A001375,D00973,R005,Demo,2023-09-17,120,No Response,Stakeholder meeting set
A001376,D00805,R001,Follow-up,2024-08-27,60,Neutral,Awaiting legal review
A001377,D00945,R002,Meeting,2023-04-09,15,No Response,Awaiting legal review
A001378,D00742,R004,Meeting,2023-08-18,30,Positive,Champion confirmed
A001379,D00876,R001,Meeting,2024-06-08,30,Positive,Budget approved
A001380,D01174,R002,Follow-up,2024-04-28,90,Positive,Awaiting legal review
A001381,D00660,R001,Follow-up,2024-07-17,120,Positive,Sent pricing deck
A001382,D01032,R003,Email,2024-06-02,120,No Response,Champion confirmed
A001383,D01053,R001,Demo,2023-11-17,60,Neutral,Sent pricing deck
A001384,D00296,R001,Follow-up,2024-12-01,120,No Response,
A001385,D00986,R002,Call,2023-11-28,15,No Response,Budget approved
A001386,D00926,R002,Demo,2023-12-01,60,Neutral,Awaiting legal review
A001387,D00640,R003,Follow-up,2023-09-26,60,No Response,Awaiting legal review
A001388,D00340,R003,Meeting,2023-11-25,60,Neutral,Follow up scheduled
A001389,D00628,R003,Proposal Sent,2024-12-26,90,No Response,
A001390,D00439,R001,Meeting,2024-01-30,45,Negative,Stakeholder meeting set
A001391,D01168,R002,Demo,2023-11-15,120,Positive,Champion confirmed
A001392,D00942,R004,Demo,2024-01-16,90,Negative,Decision deferred
A001393,D00830,R005,Demo,2024-12-22,30,Neutral,
A001394,D00519,R002,Demo,2023-12-24,15,No Response,Champion confirmed
A001395,D00976,R005,Meeting,2023-12-11,60,Neutral,
A001396,D01069,R005,Email,2023-05-30,45,No Response,Follow up scheduled
A001397,D00955,R003,Meeting,2023-08-18,60,Neutral,Sent pricing deck
A001398,D00952,R003,Proposal Sent,2023-08-02,60,Positive,Budget approved
A001399,D00944,R003,Email,2024-12-04,45,Negative,Champion confirmed
A001400,D00155,R003,Call,2024-12-24,15,Neutral,Follow up scheduled
A001401,D00088,R002,Email,2023-07-13,120,Negative,Budget approved
A001402,D01097,R002,Email,2024-07-15,60,Positive,Stakeholder meeting set
A001403,D00931,R004,Proposal Sent,2023-09-07,30,Positive,Budget approved
A001404,D00179,R004,Demo,2024-11-26,45,Positive,Stakeholder meeting set
A001405,D00212,R001,Follow-up,2023-11-17,60,Positive,Stakeholder meeting set
A001406,D00465,R003,Call,2024-06-02,120,Positive,Awaiting legal review
A001407,D00631,R005,Email,2024-03-27,120,Neutral,Follow up scheduled
A001408,D00825,R002,Email,2023-06-27,45,Neutral,Sent pricing deck
A001409,D00607,R002,Email,2024-03-12,120,Positive,Budget approved
A001410,D00885,R003,Follow-up,2023-12-29,45,Negative,Sent pricing deck
A001411,D00366,R002,Proposal Sent,2024-05-14,120,Negative,Awaiting legal review
A001412,D00276,R005,Demo,2024-11-02,15,Positive,Sent pricing deck
A001413,D00380,R002,Demo,2023-10-22,90,Positive,
A001414,D00945,R002,Demo,2023-04-12,60,Neutral,Budget approved
A001415,D01088,R002,Demo,2024-05-18,60,Neutral,Sent pricing deck
A001416,D00810,R001,Follow-up,2024-12-16,120,Neutral,
A001417,D00925,R001,Email,2023-06-28,45,Negative,Awaiting legal review
A001418,D00494,R002,Follow-up,2023-08-01,120,No Response,Awaiting legal review
A001419,D01122,R001,Call,2023-05-08,120,Neutral,Stakeholder meeting set
A001420,D01095,R001,Call,2023-07-14,45,Neutral,Stakeholder meeting set
A001421,D00364,R001,Proposal Sent,2023-09-17,120,Neutral,Budget approved
A001422,D00570,R004,Call,2024-10-12,120,Positive,Champion confirmed
A001423,D00763,R005,Follow-up,2024-01-20,30,Neutral,Decision deferred
A001424,D00276,R005,Meeting,2024-09-20,45,No Response,Stakeholder meeting set
A001425,D00050,R001,Meeting,2023-03-01,120,Positive,Awaiting legal review
A001426,D00728,R001,Call,2023-03-13,15,Positive,Stakeholder meeting set
A001427,D00906,R002,Call,2023-07-27,15,Neutral,Awaiting legal review
A001428,D00928,R001,Demo,2024-05-06,60,Positive,Champion confirmed
A001429,D00564,R004,Proposal Sent,2024-11-24,90,Negative,Budget approved
A001430,D00783,R005,Follow-up,2024-03-11,120,Neutral,Decision deferred
A001431,D00485,R003,Meeting,2024-11-30,45,No Response,Decision deferred
A001432,D01108,R005,Call,2023-10-12,45,Neutral,Budget approved
A001433,D00584,R005,Email,2024-03-15,120,No Response,Decision deferred
A001434,D00236,R005,Follow-up,2023-07-03,30,Negative,
A001435,D00056,R004,Call,2024-07-25,45,No Response,Awaiting legal review
A001436,D00360,R005,Demo,2023-07-22,60,Neutral,Sent pricing deck
A001437,D00110,R002,Email,2023-10-05,30,No Response,Sent pricing deck
A001438,D00192,R001,Follow-up,2023-03-09,30,Positive,Stakeholder meeting set
A001439,D00904,R001,Demo,2023-10-21,30,Positive,Awaiting legal review
A001440,D01117,R005,Demo,2023-04-21,90,Negative,Stakeholder meeting set
A001441,D00862,R002,Proposal Sent,2024-04-11,90,Negative,Stakeholder meeting set
A001442,D00568,R004,Call,2024-11-06,120,Positive,Stakeholder meeting set
A001443,D01084,R005,Proposal Sent,2023-06-21,90,Positive,Budget approved
A001444,D00650,R002,Follow-up,2024-09-11,15,No Response,Awaiting legal review
A001445,D00039,R005,Demo,2024-03-15,90,Negative,Sent pricing deck
A001446,D01073,R003,Meeting,2024-01-20,45,Negative,Decision deferred
A001447,D00637,R003,Proposal Sent,2023-10-22,30,No Response,Sent pricing deck
A001448,D01037,R002,Call,2023-06-18,45,Neutral,Sent pricing deck
A001449,D00036,R001,Follow-up,2024-02-05,15,Negative,Champion confirmed
A001450,D00101,R003,Email,2024-07-12,45,No Response,Champion confirmed
A001451,D01110,R005,Call,2024-05-12,120,Neutral,Decision deferred
A001452,D00166,R001,Call,2024-11-29,15,Neutral,Stakeholder meeting set
A001453,D00383,R005,Meeting,2024-12-22,120,Negative,Follow up scheduled
A001454,D00790,R003,Proposal Sent,2023-09-15,120,No Response,Decision deferred
A001455,D00031,R004,Proposal Sent,2023-02-10,45,Positive,Champion confirmed
A001456,D00011,R004,Email,2023-10-02,15,Positive,Awaiting legal review
A001457,D00096,R004,Call,2023-07-03,30,Positive,Stakeholder meeting set
A001458,D00453,R001,Call,2023-12-03,15,No Response,Stakeholder meeting set
A001459,D00192,R001,Email,2023-02-01,30,Positive,Budget approved
A001460,D00486,R001,Email,2023-03-20,60,Neutral,Sent pricing deck
A001461,D01152,R004,Follow-up,2024-12-30,15,No Response,Awaiting legal review
A001462,D00238,R004,Proposal Sent,2023-09-29,90,Positive,Stakeholder meeting set
A001463,D01136,R005,Meeting,2023-02-22,60,Negative,Awaiting legal review
A001464,D01169,R005,Follow-up,2024-12-05,45,Positive,Budget approved
A001465,D01089,R005,Proposal Sent,2024-06-07,120,No Response,Sent pricing deck
A001466,D00735,R004,Meeting,2024-08-24,90,No Response,Budget approved
A001467,D00991,R002,Call,2024-02-05,15,Neutral,Sent pricing deck
A001468,D00825,R002,Proposal Sent,2023-07-06,120,Negative,Follow up scheduled
A001469,D00106,R001,Email,2024-11-19,120,Negative,Awaiting legal review
A001470,D00181,R003,Proposal Sent,2024-01-31,15,Positive,Decision deferred
A001471,D00184,R003,Follow-up,2024-07-22,45,Positive,Sent pricing deck
A001472,D00226,R005,Proposal Sent,2023-06-23,30,Neutral,Decision deferred
A001473,D00777,R005,Follow-up,2024-07-23,15,Neutral,
A001474,D00790,R003,Follow-up,2023-07-15,60,Positive,Awaiting legal review
A001475,D01113,R001,Proposal Sent,2023-11-10,90,Negative,Decision deferred
A001476,D00688,R002,Proposal Sent,2023-05-23,30,Neutral,
A001477,D00530,R004,Follow-up,2024-11-14,15,Negative,Follow up scheduled
A001478,D00972,R002,Proposal Sent,2023-08-20,30,Positive,Stakeholder meeting set
A001479,D00936,R005,Call,2024-06-15,30,Neutral,
A001480,D00106,R001,Follow-up,2024-10-03,30,Positive,Follow up scheduled
A001481,D00831,R005,Follow-up,2024-01-01,120,Neutral,Budget approved
A001482,D00679,R002,Demo,2024-07-24,90,Neutral,Decision deferred
A001483,D00849,R004,Call,2024-12-09,90,Neutral,Sent pricing deck
A001484,D01056,R001,Proposal Sent,2023-05-02,45,Positive,Stakeholder meeting set
A001485,D00393,R004,Follow-up,2023-09-20,15,Positive,Follow up scheduled
A001486,D00040,R005,Call,2024-08-15,120,No Response,Awaiting legal review
A001487,D00660,R001,Meeting,2024-04-15,15,Positive,Follow up scheduled
A001488,D00981,R002,Call,2024-07-18,45,Positive,Stakeholder meeting set
A001489,D01106,R005,Demo,2024-06-13,60,Positive,Awaiting legal review
A001490,D00845,R005,Proposal Sent,2023-09-03,45,Positive,Follow up scheduled
A001491,D00201,R003,Email,2024-11-20,120,Neutral,Stakeholder meeting set
A001492,D00447,R003,Meeting,2024-12-31,120,Positive,Follow up scheduled
A001493,D01062,R001,Meeting,2023-03-03,45,Neutral,Stakeholder meeting set
A001494,D00444,R005,Call,2024-07-27,30,Neutral,
A001495,D00761,R004,Proposal Sent,2024-09-28,90,Neutral,Awaiting legal review
A001496,D00227,R002,Meeting,2023-04-02,120,No Response,Champion confirmed
A001497,D00048,R005,Call,2024-12-20,60,Neutral,Follow up scheduled
A001498,D01042,R004,Follow-up,2024-03-06,30,No Response,Decision deferred
A001499,D00912,R004,Proposal Sent,2024-01-12,15,No Response,Sent pricing deck
A001500,D00187,R003,Follow-up,2023-10-11,30,Neutral,Follow up scheduled
A001501,D00345,R001,Demo,2024-02-19,60,Negative,Budget approved
A001502,D00224,R004,Meeting,2023-12-13,15,Negative,Follow up scheduled
A001503,D00830,R005,Proposal Sent,2024-11-04,15,Positive,Sent pricing deck
A001504,D00488,R001,Follow-up,2024-07-22,120,Positive,Stakeholder meeting set
A001505,D00877,R001,Call,2023-12-23,90,Positive,Budget approved
A001506,D00849,R004,Email,2024-12-10,90,Negative,Sent pricing deck
A001507,D00979,R003,Meeting,2023-08-23,90,Negative,Stakeholder meeting set
A001508,D01017,R001,Demo,2024-01-02,60,Positive,Champion confirmed
A001509,D00188,R003,Email,2024-12-08,120,Neutral,Champion confirmed
A001510,D00270,R004,Email,2024-01-02,90,Positive,Champion confirmed
A001511,D00310,R002,Follow-up,2023-05-08,120,Positive,Follow up scheduled
A001512,D01156,R005,Proposal Sent,2023-07-13,45,No Response,Awaiting legal review
A001513,D01096,R001,Follow-up,2024-12-28,90,Negative,Awaiting legal review
A001514,D00845,R005,Demo,2023-09-21,60,Neutral,Decision deferred
A001515,D00486,R001,Call,2023-04-27,45,Negative,Decision deferred
A001516,D00120,R001,Call,2024-03-09,90,No Response,Follow up scheduled
A001517,D00220,R005,Email,2023-12-08,90,Positive,Champion confirmed
A001518,D00053,R003,Call,2023-07-03,15,Neutral,Stakeholder meeting set
A001519,D00758,R003,Proposal Sent,2024-09-25,120,Positive,Awaiting legal review
A001520,D00738,R002,Meeting,2024-12-10,120,Neutral,Follow up scheduled
A001521,D00720,R003,Meeting,2023-12-19,45,Positive,Champion confirmed
A001522,D00406,R005,Demo,2024-12-24,120,Positive,Stakeholder meeting set
A001523,D00608,R003,Proposal Sent,2024-12-25,60,Positive,Sent pricing deck
A001524,D01021,R004,Demo,2023-05-14,120,Positive,
A001525,D00422,R005,Demo,2023-12-09,120,Negative,Stakeholder meeting set
A001526,D00712,R003,Follow-up,2024-12-31,30,No Response,
A001527,D00247,R005,Proposal Sent,2024-09-05,120,Neutral,Budget approved
A001528,D00072,R003,Follow-up,2024-09-15,15,Negative,Budget approved
A001529,D00185,R003,Meeting,2024-11-12,120,No Response,Decision deferred
A001530,D00006,R001,Meeting,2024-12-22,45,Negative,Sent pricing deck
A001531,D00906,R002,Proposal Sent,2023-10-28,90,Neutral,Budget approved
A001532,D00387,R001,Call,2024-04-28,45,Neutral,Stakeholder meeting set
A001533,D00699,R005,Demo,2024-11-18,15,Negative,Awaiting legal review
A001534,D01100,R001,Email,2024-11-08,90,Neutral,Awaiting legal review
A001535,D00827,R001,Follow-up,2023-09-10,15,No Response,Follow up scheduled
A001536,D00349,R004,Call,2023-06-13,45,Negative,Decision deferred
A001537,D00308,R001,Email,2024-11-18,60,Negative,Follow up scheduled
A001538,D01151,R001,Follow-up,2023-12-04,45,Neutral,Decision deferred
A001539,D00287,R005,Demo,2024-07-28,30,Positive,Budget approved
A001540,D00766,R005,Proposal Sent,2023-11-12,120,Positive,Decision deferred
A001541,D00725,R005,Meeting,2024-02-13,60,Neutral,Budget approved
A001542,D00762,R003,Follow-up,2023-10-25,120,Positive,Sent pricing deck
A001543,D00383,R005,Proposal Sent,2024-12-26,15,Positive,Champion confirmed
A001544,D00388,R003,Demo,2023-05-10,90,Positive,Stakeholder meeting set
A001545,D00525,R001,Call,2024-04-06,60,Negative,Stakeholder meeting set
A001546,D00639,R005,Proposal Sent,2023-07-30,60,Neutral,
A001547,D00938,R001,Demo,2024-04-23,45,Positive,Awaiting legal review
A001548,D00276,R005,Email,2024-11-08,45,Positive,Decision deferred
A001549,D00500,R002,Meeting,2024-08-03,15,Neutral,Awaiting legal review
A001550,D00717,R005,Demo,2024-04-04,120,Negative,Awaiting legal review
A001551,D00337,R002,Follow-up,2023-07-03,30,Neutral,Follow up scheduled
A001552,D00932,R001,Demo,2023-09-22,120,Positive,Budget approved
A001553,D00481,R002,Proposal Sent,2023-08-20,15,Positive,Decision deferred
A001554,D00911,R001,Demo,2024-12-30,60,Neutral,Decision deferred
A001555,D01082,R001,Demo,2024-12-17,120,Positive,Sent pricing deck
A001556,D00109,R005,Demo,2023-08-28,45,Negative,Champion confirmed
A001557,D00328,R004,Call,2024-02-27,15,Neutral,
A001558,D00315,R002,Demo,2023-07-07,90,Positive,Decision deferred
A001559,D01135,R003,Call,2023-03-21,60,Positive,Stakeholder meeting set
A001560,D00699,R005,Meeting,2024-09-29,120,Neutral,Budget approved
A001561,D00781,R003,Meeting,2023-06-13,15,Neutral,Follow up scheduled
A001562,D00156,R001,Meeting,2023-05-26,45,Positive,Sent pricing deck
A001563,D00887,R003,Proposal Sent,2024-12-04,15,Neutral,Stakeholder meeting set
A001564,D01026,R001,Email,2023-04-06,30,Neutral,Budget approved
A001565,D00758,R003,Email,2024-09-09,45,Neutral,Decision deferred
A001566,D00722,R003,Call,2023-04-14,120,Positive,Budget approved
A001567,D00913,R002,Proposal Sent,2023-11-09,30,Neutral,Champion confirmed
A001568,D00871,R001,Follow-up,2024-10-28,45,Neutral,
A001569,D00013,R005,Meeting,2023-07-03,60,Neutral,Awaiting legal review
A001570,D00608,R003,Demo,2024-12-18,90,No Response,
A001571,D00498,R005,Demo,2024-03-26,45,Positive,Budget approved
A001572,D00238,R004,Follow-up,2023-11-05,30,Neutral,Budget approved
A001573,D01118,R005,Meeting,2024-11-11,90,Neutral,
A001574,D00781,R003,Demo,2023-03-23,60,Negative,Decision deferred
A001575,D01195,R002,Follow-up,2023-10-10,15,Negative,Budget approved
A001576,D00606,R003,Proposal Sent,2023-12-29,15,Neutral,Champion confirmed
A001577,D00661,R003,Email,2024-01-11,45,Positive,
A001578,D00849,R004,Email,2024-12-15,15,Neutral,Sent pricing deck
A001579,D00936,R005,Demo,2024-04-28,120,Positive,
A001580,D00628,R003,Demo,2024-11-20,90,No Response,Champion confirmed
A001581,D00143,R005,Email,2024-01-27,120,Positive,
